Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Black,https://https://raw.githubusercontent.com/deadmanproxy/appletv-black-bg-4k/refs/heads/main/4k-black.jpg,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
